date,city,month,day_of_week,season,disruption_type,severity,duration_hours,rainfall_mm,temperature_c,aqi,wind_speed_ms,riders_affected,total_payout_inr,actual_value,threshold,has_disruption
2025-05-24,Delhi,5,5,summer,ExtremeHeat,Moderate,9.6,31.4,45.6,216.0,4.7,12,9072,45.59,48.0,1
2023-11-01,Chennai,11,2,winter,HeavyRain,Moderate,6.1,66.8,29.4,111.0,2.0,14,23534,66.78,64.0,1
2023-01-21,Delhi,1,5,winter,SevereAQI,Moderate,12.0,29.6,16.1,400.0,5.7,12,17880,400.0,400.0,1
2023-05-17,Hyderabad,5,2,summer,HeavyRain,Extreme,10.0,158.3,38.0,151.0,4.2,10,12120,158.31,64.0,1
2024-06-25,Mumbai,6,1,monsoon,HeavyRain,Moderate,13.7,61.0,29.0,71.0,0.1,10,7440,61.03,64.0,1
2024-03-18,Kolkata,3,0,summer,SocialDisruption,Severe,9.7,34.8,31.4,138.0,1.2,7,6363,10.24,4.0,1
2024-04-22,Hyderabad,4,0,summer,SocialDisruption,Moderate,8.6,6.3,38.5,168.0,4.1,10,12510,8.98,4.0,1
2024-01-02,Bangalore,1,1,winter,ExtremeHeat,Severe,8.1,19.3,49.0,68.0,4.2,5,4625,49.02,48.0,1
2025-10-11,Mumbai,10,5,summer,HeavyRain,Moderate,3.0,76.7,28.5,88.0,3.0,12,17388,76.67,64.0,1
2025-11-15,Delhi,11,5,winter,SevereAQI,Moderate,2.0,6.2,10.0,400.0,6.6,14,21168,400.0,400.0,1
2023-10-19,Jaipur,10,3,summer,SevereAQI,Moderate,6.5,9.0,42.9,412.0,2.0,11,9427,411.79,400.0,1
2024-09-14,Bangalore,9,5,monsoon,SocialDisruption,Severe,5.0,194.9,22.4,70.0,3.0,9,8919,11.98,4.0,1
2025-07-29,Delhi,7,1,monsoon,SevereAQI,Moderate,8.3,67.5,31.5,423.0,3.3,16,28592,422.77,400.0,1
2025-09-16,Bangalore,9,1,monsoon,SocialDisruption,Moderate,10.6,121.8,25.8,40.0,6.2,15,20880,9.42,4.0,1
2023-06-03,Bangalore,6,5,monsoon,SocialDisruption,Moderate,6.3,149.8,21.9,59.0,4.2,7,4207,6.39,4.0,1
2025-06-01,Hyderabad,6,6,monsoon,Flooding,Moderate,7.4,9.3,28.3,62.0,4.6,11,13508,9.29,6.0,1
2023-07-22,Mumbai,7,5,monsoon,SocialDisruption,Severe,5.2,800.0,26.8,76.0,4.8,10,14860,10.04,4.0,1
2024-10-16,Kolkata,10,2,summer,SevereAQI,Moderate,11.0,26.4,30.6,430.0,0.1,8,8720,429.91,400.0,1
2024-12-24,Bangalore,12,1,winter,SocialDisruption,Moderate,7.3,40.8,19.2,59.0,7.6,11,16027,5.53,4.0,1
2023-07-11,Delhi,7,1,monsoon,Flooding,Severe,3.1,10.2,30.8,83.0,2.8,12,19044,10.22,6.0,1
2025-01-29,Chennai,1,2,winter,HeavyRain,Moderate,9.4,69.9,27.3,95.0,1.1,11,17468,69.95,64.0,1
2024-10-26,Pune,10,5,summer,HeavyRain,Severe,5.1,113.0,33.1,96.0,4.7,7,11998,113.0,64.0,1
2025-11-14,Mumbai,11,4,winter,SocialDisruption,Moderate,5.3,8.1,29.0,190.0,6.0,13,13650,6.66,4.0,1
2025-12-24,Bangalore,12,2,winter,SocialDisruption,Severe,5.9,88.6,18.4,127.0,4.6,9,9108,10.22,4.0,1
2024-07-18,Jaipur,7,3,monsoon,Flooding,Severe,4.5,11.3,32.4,62.0,4.7,18,15372,11.33,6.0,1
2024-09-18,Bangalore,9,2,monsoon,SocialDisruption,Severe,7.8,217.6,21.6,74.0,3.9,8,5184,12.01,4.0,1
2025-04-26,Pune,4,5,summer,SevereAQI,Extreme,12.0,11.7,27.5,555.0,3.8,7,8673,555.49,400.0,1
2024-08-09,Kolkata,8,4,monsoon,SocialDisruption,Moderate,2.3,273.0,26.7,75.0,7.0,11,10912,7.35,4.0,1
2023-08-09,Mumbai,8,2,monsoon,HeavyRain,Extreme,6.1,133.8,29.8,48.0,4.6,7,6734,133.84,64.0,1
2025-10-31,Bangalore,10,4,summer,HeavyRain,Severe,5.3,95.6,29.8,69.0,4.5,8,9624,95.61,64.0,1
2024-07-30,Chennai,7,1,monsoon,HeavyRain,Severe,7.7,107.8,31.3,76.0,3.1,12,14676,107.83,64.0,1
2023-05-22,Delhi,5,0,summer,SocialDisruption,Severe,10.1,0.0,46.5,182.0,1.9,8,5544,11.17,4.0,1
2025-09-22,Ahmedabad,9,0,monsoon,HeavyRain,Moderate,10.8,59.0,32.9,90.0,5.4,15,23355,58.99,64.0,1
2023-01-19,Pune,1,3,winter,SocialDisruption,Moderate,8.8,7.5,23.1,106.0,3.1,16,11248,8.83,4.0,1
2023-03-26,Mumbai,3,6,summer,ExtremeHeat,Severe,6.1,22.7,47.5,97.0,4.1,9,10575,47.48,48.0,1
2025-09-24,Delhi,9,2,monsoon,HeavyRain,Moderate,9.3,85.4,37.0,129.0,2.6,11,18612,85.36,64.0,1
2025-01-23,Hyderabad,1,3,winter,Flooding,Moderate,8.9,6.0,23.2,70.0,3.2,14,15582,6.0,6.0,1
2024-10-05,Jaipur,10,5,summer,SevereAQI,Extreme,5.6,5.6,42.2,550.0,5.3,11,17336,549.98,400.0,1
2025-07-21,Chennai,7,0,monsoon,HeavyRain,Severe,6.5,113.1,31.5,51.0,3.6,12,20712,113.05,64.0,1
2025-04-15,Pune,4,1,summer,HeavyRain,Moderate,8.3,42.4,31.4,80.0,1.9,14,20286,42.44,64.0,1
2023-05-06,Chennai,5,5,summer,HeavyRain,Severe,3.9,95.7,34.2,123.0,5.1,10,13700,95.68,64.0,1
2024-02-09,Bangalore,2,4,winter,Flooding,Moderate,5.6,6.0,19.1,42.0,5.6,9,10233,6.0,6.0,1
2023-12-06,Mumbai,12,2,winter,SevereAQI,Moderate,11.3,7.2,24.8,421.0,3.7,19,17366,420.63,400.0,1
2024-05-06,Pune,5,0,summer,Flooding,Moderate,7.0,9.3,31.6,116.0,6.7,10,7230,9.35,6.0,1
2024-02-06,Mumbai,2,1,winter,ExtremeHeat,Moderate,7.6,11.0,45.0,179.0,5.4,7,4830,44.96,48.0,1
2023-04-11,Jaipur,4,1,summer,ExtremeHeat,Moderate,6.6,1.9,44.5,160.0,4.9,10,10780,44.51,48.0,1
2025-06-17,Kolkata,6,1,monsoon,Flooding,Severe,7.4,9.8,29.7,53.0,2.8,12,19320,9.79,6.0,1
2023-07-28,Delhi,7,4,monsoon,SocialDisruption,Severe,12.9,34.7,24.3,44.0,8.6,16,24336,9.84,4.0,1
2025-11-25,Bangalore,11,1,winter,SocialDisruption,Severe,11.9,59.5,16.3,75.0,1.3,3,5295,10.28,4.0,1
2025-06-24,Pune,6,1,monsoon,HeavyRain,Moderate,17.8,51.3,23.9,40.0,6.3,12,21372,51.32,64.0,1
2024-08-09,Chennai,8,4,monsoon,ExtremeHeat,Extreme,5.1,108.6,50.8,53.0,4.2,21,15666,50.79,48.0,1
2025-12-02,Mumbai,12,1,winter,ExtremeHeat,Severe,8.9,0.0,48.6,103.0,5.1,10,7720,48.56,48.0,1
2025-11-07,Ahmedabad,11,4,winter,HeavyRain,Moderate,6.4,73.0,22.4,194.0,1.8,16,25056,72.95,64.0,1
2023-05-07,Kolkata,5,6,summer,HeavyRain,Severe,4.9,106.6,31.4,94.0,3.2,14,25116,106.65,64.0,1
2025-04-23,Delhi,4,2,summer,SocialDisruption,Extreme,10.8,27.5,47.8,166.0,6.2,15,12300,13.44,4.0,1
2025-02-22,Bangalore,2,5,winter,SocialDisruption,Severe,6.0,62.7,21.1,97.0,4.7,12,17292,9.65,4.0,1
2023-05-24,Delhi,5,2,summer,SevereAQI,Extreme,4.8,0.0,42.3,520.0,7.1,10,17110,519.7,400.0,1
2024-02-27,Kolkata,2,1,winter,HeavyRain,Moderate,2.0,61.9,14.9,215.0,4.8,13,17472,61.9,64.0,1
2025-06-19,Chennai,6,3,monsoon,Flooding,Severe,5.6,11.7,33.6,94.0,0.6,16,16816,11.69,6.0,1
2025-09-04,Ahmedabad,9,3,monsoon,ExtremeHeat,Moderate,14.8,65.3,43.5,63.0,1.8,7,9429,43.49,48.0,1
2023-09-20,Pune,9,2,monsoon,SocialDisruption,Severe,2.0,143.0,25.0,57.0,2.1,11,14674,10.45,4.0,1
2024-06-11,Mumbai,6,1,monsoon,HeavyRain,Moderate,6.9,72.2,28.7,62.0,5.8,10,6690,72.24,64.0,1
2023-02-07,Jaipur,2,1,winter,SevereAQI,Moderate,6.3,10.8,11.6,400.0,2.6,21,22050,400.0,400.0,1
2025-06-10,Bangalore,6,1,monsoon,SocialDisruption,Extreme,11.4,153.0,21.3,44.0,3.2,11,11000,13.6,4.0,1
2023-02-28,Ahmedabad,2,1,winter,SevereAQI,Moderate,2.4,7.5,21.9,424.0,7.1,11,12166,423.97,400.0,1
2024-02-14,Hyderabad,2,2,winter,HeavyRain,Severe,8.0,104.4,18.3,118.0,3.9,14,20496,104.38,64.0,1
2025-03-25,Delhi,3,1,summer,ExtremeHeat,Severe,8.7,36.8,49.0,150.0,5.9,8,11120,48.98,48.0,1
2024-08-12,Hyderabad,8,0,monsoon,SevereAQI,Severe,2.0,170.8,28.6,457.0,3.1,14,23646,456.86,400.0,1
2025-12-07,Bangalore,12,6,winter,SocialDisruption,Moderate,11.7,0.0,20.3,58.0,4.9,12,19212,8.81,4.0,1
2024-03-26,Hyderabad,3,1,summer,SevereAQI,Moderate,12.7,13.7,39.4,433.0,3.6,12,18528,432.7,400.0,1
2023-09-21,Bangalore,9,3,monsoon,SocialDisruption,Severe,2.0,78.4,23.2,57.0,4.6,15,15240,9.73,4.0,1
2025-04-11,Mumbai,4,4,summer,SevereAQI,Extreme,10.7,5.7,32.3,564.0,3.0,13,22529,564.27,400.0,1
2025-09-02,Delhi,9,1,monsoon,ExtremeHeat,Severe,4.0,101.3,46.7,103.0,2.4,14,19264,46.68,48.0,1
2023-08-06,Mumbai,8,6,monsoon,SocialDisruption,Severe,5.8,405.3,28.0,68.0,4.7,11,7491,11.17,4.0,1
2024-10-07,Mumbai,10,0,summer,Flooding,Moderate,9.5,9.0,32.1,92.0,4.1,12,18852,8.97,6.0,1
2023-02-08,Kolkata,2,2,winter,HeavyRain,Moderate,10.6,60.4,15.0,120.0,8.1,15,13815,60.41,64.0,1
2024-08-30,Delhi,8,4,monsoon,ExtremeHeat,Severe,4.5,98.8,47.5,69.0,5.2,9,8568,47.55,48.0,1
2024-08-15,Hyderabad,8,3,monsoon,Flooding,Moderate,7.2,7.0,29.4,59.0,6.9,12,8052,6.95,6.0,1
2023-08-13,Pune,8,6,monsoon,SocialDisruption,Moderate,5.9,132.4,23.8,69.0,6.4,11,16665,8.77,4.0,1
2023-05-17,Kolkata,5,2,summer,ExtremeHeat,Moderate,7.5,59.4,43.0,80.0,4.7,11,15389,43.0,48.0,1
2024-11-30,Bangalore,11,5,winter,ExtremeHeat,Severe,5.0,80.7,47.9,63.0,6.4,11,7370,47.91,48.0,1
2023-03-24,Mumbai,3,4,summer,ExtremeHeat,Moderate,7.2,24.2,45.6,114.0,4.7,13,12558,45.6,48.0,1
2025-02-24,Hyderabad,2,0,winter,HeavyRain,Extreme,7.2,134.8,21.0,117.0,5.9,9,11961,134.76,64.0,1
2025-02-14,Chennai,2,4,winter,HeavyRain,Moderate,9.2,75.4,21.5,148.0,6.2,16,21872,75.39,64.0,1
2025-12-08,Kolkata,12,0,winter,SocialDisruption,Moderate,10.4,20.8,25.9,214.0,6.6,6,4698,9.41,4.0,1
2023-09-19,Mumbai,9,1,monsoon,Flooding,Moderate,5.1,6.0,31.3,41.0,1.0,11,15675,6.0,6.0,1
2023-07-27,Mumbai,7,3,monsoon,SevereAQI,Severe,6.1,496.5,30.6,491.0,4.7,14,9268,491.16,400.0,1
2023-04-24,Mumbai,4,0,summer,SevereAQI,Extreme,3.0,18.8,30.5,552.0,2.5,17,24038,552.09,400.0,1
2025-08-07,Hyderabad,8,3,monsoon,HeavyRain,Moderate,6.4,51.7,22.9,44.0,2.5,9,7029,51.75,64.0,1
2024-11-15,Bangalore,11,4,winter,SocialDisruption,Severe,3.6,3.3,22.8,84.0,1.5,12,10524,12.94,4.0,1
2023-08-19,Mumbai,8,5,monsoon,SocialDisruption,Moderate,6.0,511.8,29.9,65.0,2.7,13,21099,6.72,4.0,1
2024-04-03,Delhi,4,2,summer,SocialDisruption,Moderate,5.5,18.5,49.3,196.0,3.0,11,17754,8.36,4.0,1
2023-06-27,Kolkata,6,1,monsoon,Flooding,Severe,8.3,10.3,32.1,82.0,1.2,11,8503,10.29,6.0,1
2024-12-20,Delhi,12,4,winter,SevereAQI,Moderate,7.6,28.5,15.8,400.0,5.3,12,17544,400.0,400.0,1
2025-11-18,Bangalore,11,1,winter,SocialDisruption,Moderate,9.1,25.0,21.2,82.0,4.0,16,18592,9.22,4.0,1
2025-07-22,Ahmedabad,7,1,monsoon,SocialDisruption,Moderate,11.5,123.4,28.2,67.0,6.9,12,15456,8.35,4.0,1
2025-08-17,Chennai,8,6,monsoon,HeavyRain,Severe,2.0,129.4,31.3,73.0,7.9,13,15912,129.37,64.0,1
2025-02-12,Pune,2,2,winter,SocialDisruption,Severe,5.8,11.5,19.7,97.0,4.1,15,19515,10.05,4.0,1
2025-12-27,Ahmedabad,12,5,winter,Flooding,Severe,11.0,10.4,27.6,54.0,1.3,15,12240,10.35,6.0,1
2024-02-11,Mumbai,2,6,winter,SocialDisruption,Moderate,8.6,10.6,27.4,192.0,4.0,11,9603,8.96,4.0,1
2024-05-26,Chennai,5,6,summer,SocialDisruption,Extreme,6.4,39.3,39.7,86.0,3.2,14,15680,15.35,4.0,1
2023-10-21,Mumbai,10,5,summer,SocialDisruption,Extreme,6.1,12.5,32.6,101.0,4.6,16,22240,13.2,4.0,1
2025-05-23,Kolkata,5,4,summer,SocialDisruption,Moderate,10.3,66.7,35.9,141.0,3.2,8,5704,6.9,4.0,1
2025-01-23,Hyderabad,1,3,winter,SevereAQI,Moderate,5.0,7.1,24.8,400.0,4.1,14,24528,400.0,400.0,1
2024-11-14,Pune,11,3,winter,SocialDisruption,Moderate,2.0,3.5,15.6,91.0,7.5,11,12628,4.0,4.0,1
2025-05-21,Bangalore,5,2,summer,SevereAQI,Moderate,3.9,29.0,28.8,400.0,4.9,14,14406,400.0,400.0,1
2025-01-11,Bangalore,1,5,winter,HeavyRain,Severe,9.7,94.1,23.3,80.0,7.1,11,11737,94.1,64.0,1
2025-03-08,Delhi,3,5,summer,HeavyRain,Moderate,3.2,78.4,40.5,114.0,5.8,7,10682,78.43,64.0,1
2023-02-23,Chennai,2,3,winter,HeavyRain,Severe,2.3,123.5,27.6,112.0,4.2,10,17980,123.47,64.0,1
2023-10-04,Jaipur,10,2,summer,Flooding,Moderate,8.0,8.6,40.0,224.0,1.0,10,17310,8.58,6.0,1
2023-06-08,Delhi,6,3,monsoon,ExtremeHeat,Moderate,10.7,0.0,46.4,97.0,4.2,9,8010,46.42,48.0,1
2024-02-26,Mumbai,2,0,winter,SevereAQI,Moderate,10.9,9.6,23.4,414.0,1.5,9,6723,414.02,400.0,1
2023-05-13,Mumbai,5,5,summer,SocialDisruption,Severe,3.2,11.5,35.0,55.0,1.5,12,17124,11.86,4.0,1
2023-06-09,Hyderabad,6,4,monsoon,Flooding,Severe,7.4,11.1,26.2,110.0,2.7,14,24444,11.11,6.0,1
2025-04-27,Delhi,4,6,summer,HeavyRain,Moderate,10.1,33.7,38.6,168.0,2.8,13,9048,33.69,64.0,1
2023-08-05,Delhi,8,5,monsoon,Flooding,Moderate,5.7,6.0,39.2,91.0,6.2,3,4029,6.0,6.0,1
2025-02-26,Pune,2,2,winter,SevereAQI,Moderate,11.3,7.8,13.8,400.0,5.3,9,7182,400.0,400.0,1
2025-12-30,Mumbai,12,1,winter,SocialDisruption,Severe,4.2,1.3,28.3,158.0,2.7,9,13842,9.81,4.0,1
2024-10-13,Delhi,10,6,summer,HeavyRain,Moderate,7.1,67.6,33.6,176.0,5.5,9,15336,67.56,64.0,1
2025-08-29,Delhi,8,4,monsoon,SocialDisruption,Moderate,5.0,108.8,34.3,75.0,6.1,19,20862,8.83,4.0,1
2024-12-24,Kolkata,12,1,winter,SevereAQI,Severe,2.0,24.3,13.5,454.0,4.1,9,6957,454.48,400.0,1
2023-02-05,Mumbai,2,6,winter,SocialDisruption,Severe,12.5,9.4,28.9,60.0,3.1,20,15420,9.78,4.0,1
2023-01-22,Delhi,1,6,winter,SevereAQI,Moderate,6.8,1.6,12.3,440.0,1.8,11,18150,440.41,400.0,1
2024-04-07,Delhi,4,6,summer,SevereAQI,Extreme,6.7,14.5,42.4,523.0,1.8,9,14346,523.09,400.0,1
2024-01-04,Hyderabad,1,3,winter,SocialDisruption,Severe,10.3,1.3,18.4,119.0,3.3,12,16512,10.26,4.0,1
2024-10-06,Mumbai,10,6,summer,SevereAQI,Extreme,4.2,12.1,35.5,519.0,3.3,14,11746,518.58,400.0,1
2024-05-17,Pune,5,4,summer,Flooding,Moderate,6.8,8.0,34.5,106.0,5.1,10,10600,7.96,6.0,1
2023-01-08,Chennai,1,6,winter,HeavyRain,Extreme,2.0,132.2,36.0,139.0,5.2,12,15756,132.24,64.0,1
2023-10-28,Mumbai,10,5,summer,SevereAQI,Moderate,2.0,0.0,33.5,422.0,5.9,14,17738,421.51,400.0,1
2023-02-05,Kolkata,2,6,winter,ExtremeHeat,Moderate,7.1,25.2,43.4,154.0,2.4,8,6832,43.44,48.0,1
2025-04-28,Mumbai,4,0,summer,SevereAQI,Severe,4.5,4.9,33.3,455.0,3.2,9,6057,454.52,400.0,1
2023-12-15,Mumbai,12,4,winter,SocialDisruption,Severe,8.5,11.9,26.7,129.0,2.5,10,11060,10.91,4.0,1
2024-02-16,Mumbai,2,4,winter,SevereAQI,Moderate,2.0,5.8,24.1,400.0,1.4,17,21845,400.0,400.0,1
2025-05-28,Chennai,5,2,summer,HeavyRain,Moderate,8.5,69.6,39.1,101.0,2.9,13,8346,69.58,64.0,1
2023-10-15,Chennai,10,6,summer,ExtremeHeat,Moderate,10.5,88.4,46.2,98.0,5.2,14,10822,46.15,48.0,1
2024-12-10,Hyderabad,12,1,winter,SevereAQI,Extreme,5.6,4.1,26.2,615.0,4.8,11,10615,615.33,400.0,1
2024-07-29,Pune,7,0,monsoon,SocialDisruption,Severe,8.5,180.6,24.8,58.0,1.9,15,25740,9.66,4.0,1
2024-10-10,Hyderabad,10,3,summer,HeavyRain,Moderate,11.1,79.6,42.1,116.0,1.2,9,15102,79.65,64.0,1
2023-11-12,Delhi,11,6,winter,SocialDisruption,Moderate,3.9,10.6,14.1,437.0,0.0,11,15895,7.55,4.0,1
2025-10-03,Bangalore,10,4,summer,HeavyRain,Extreme,8.2,132.9,26.1,69.0,3.6,7,7581,132.89,64.0,1
2024-04-25,Mumbai,4,3,summer,ExtremeHeat,Moderate,3.5,5.6,44.5,50.0,3.6,9,11628,44.46,48.0,1
2024-12-04,Mumbai,12,2,winter,SocialDisruption,Severe,2.2,12.1,24.3,126.0,4.2,13,9308,11.09,4.0,1
2025-11-06,Bangalore,11,3,winter,SocialDisruption,Severe,2.3,26.8,22.4,120.0,6.3,6,10182,10.03,4.0,1
2023-03-01,Chennai,3,2,summer,SevereAQI,Moderate,7.4,54.7,39.2,400.0,4.9,13,18330,400.0,400.0,1
2023-08-31,Chennai,8,3,monsoon,HeavyRain,Severe,8.7,98.3,32.0,83.0,2.2,7,6748,98.33,64.0,1
2024-12-08,Hyderabad,12,6,winter,SocialDisruption,Moderate,6.2,7.5,24.8,110.0,0.0,13,14456,6.8,4.0,1
2025-01-29,Delhi,1,2,winter,SevereAQI,Moderate,8.0,21.2,13.2,409.0,7.9,13,8931,409.16,400.0,1
2024-06-05,Delhi,6,2,monsoon,ExtremeHeat,Severe,2.0,101.1,48.8,138.0,4.0,9,9765,48.79,48.0,1
2025-04-10,Delhi,4,3,summer,SevereAQI,Severe,7.1,14.7,36.8,473.0,2.9,13,12064,473.35,400.0,1
2025-01-08,Mumbai,1,2,winter,HeavyRain,Moderate,4.2,67.3,29.7,151.0,5.2,11,15609,67.34,64.0,1
2023-01-04,Delhi,1,2,winter,SevereAQI,Severe,4.4,9.6,10.0,475.0,1.3,11,11528,474.51,400.0,1
2023-01-15,Bangalore,1,6,winter,HeavyRain,Moderate,8.7,30.0,23.3,90.0,7.2,10,8770,30.0,64.0,1
2025-05-09,Delhi,5,4,summer,ExtremeHeat,Severe,9.9,13.0,47.2,211.0,4.5,13,13364,47.24,48.0,1
2023-08-13,Mumbai,8,6,monsoon,Flooding,Moderate,9.9,7.5,32.1,58.0,3.5,11,14168,7.46,6.0,1
2025-08-30,Hyderabad,8,5,monsoon,Flooding,Moderate,10.2,9.5,28.9,53.0,4.0,10,12330,9.47,6.0,1
2025-03-15,Delhi,3,5,summer,ExtremeHeat,Moderate,6.1,26.5,44.6,204.0,3.2,20,19760,44.65,48.0,1
2025-03-08,Delhi,3,5,summer,ExtremeHeat,Moderate,10.8,33.5,45.1,256.0,4.8,16,15296,45.07,48.0,1
2023-07-26,Chennai,7,2,monsoon,ExtremeHeat,Moderate,2.0,50.8,46.3,48.0,3.1,9,11934,46.34,48.0,1
2025-09-16,Bangalore,9,1,monsoon,HeavyRain,Severe,8.0,119.4,21.3,31.0,2.3,10,8540,119.4,64.0,1
2025-05-25,Mumbai,5,6,summer,SevereAQI,Extreme,7.6,0.7,33.5,533.0,1.8,17,11713,532.52,400.0,1
2025-06-12,Mumbai,6,3,monsoon,ExtremeHeat,Moderate,6.9,561.8,45.5,79.0,2.8,15,10905,45.47,48.0,1
2024-12-28,Jaipur,12,5,winter,Flooding,Severe,6.3,10.4,18.3,179.0,6.1,11,14311,10.39,6.0,1
2023-09-13,Delhi,9,2,monsoon,SocialDisruption,Moderate,2.0,138.8,35.4,41.0,0.0,16,18704,6.03,4.0,1
2025-06-06,Jaipur,6,4,monsoon,ExtremeHeat,Moderate,4.8,16.4,45.9,80.0,3.0,9,6588,45.94,48.0,1
2025-06-10,Bangalore,6,1,monsoon,Flooding,Severe,10.5,11.9,24.4,59.0,4.8,10,10550,11.92,6.0,1
2025-01-29,Lucknow,1,2,winter,ExtremeHeat,Extreme,7.0,39.0,49.6,307.0,4.6,11,17952,49.56,48.0,1
2024-02-13,Jaipur,2,1,winter,ExtremeHeat,Severe,4.1,3.1,46.6,185.0,2.9,9,8460,46.58,48.0,1
2025-03-09,Delhi,3,6,summer,SocialDisruption,Moderate,12.3,36.1,45.3,183.0,4.1,11,17952,4.47,4.0,1
2025-10-12,Ahmedabad,10,6,summer,SevereAQI,Severe,8.3,0.0,39.0,508.0,3.5,9,8991,507.56,400.0,1
2025-01-28,Bangalore,1,1,winter,SocialDisruption,Moderate,2.0,67.0,22.1,104.0,3.7,18,20646,4.0,4.0,1
2023-06-18,Pune,6,6,monsoon,ExtremeHeat,Severe,4.6,131.7,46.7,30.0,3.5,9,6192,46.66,48.0,1
2024-12-28,Bangalore,12,5,winter,HeavyRain,Extreme,10.6,135.5,27.7,64.0,7.3,13,10621,135.54,64.0,1
2023-06-18,Delhi,6,6,monsoon,HeavyRain,Moderate,7.4,75.5,32.8,124.0,3.0,14,17444,75.55,64.0,1
2025-05-29,Delhi,5,3,summer,SevereAQI,Extreme,11.7,31.1,42.1,511.0,5.8,10,13830,510.58,400.0,1
2024-08-28,Delhi,8,2,monsoon,SevereAQI,Moderate,10.3,28.2,30.9,435.0,2.7,16,11184,435.12,400.0,1
2024-11-09,Mumbai,11,5,winter,ExtremeHeat,Moderate,6.3,2.5,44.3,171.0,1.4,7,5488,44.29,48.0,1
2025-02-24,Delhi,2,0,winter,SevereAQI,Severe,2.7,15.8,17.8,461.0,4.5,11,15147,460.69,400.0,1
2023-11-24,Mumbai,11,4,winter,SocialDisruption,Moderate,5.4,4.9,20.6,167.0,4.3,13,11245,5.19,4.0,1
2025-06-01,Hyderabad,6,6,monsoon,Flooding,Moderate,6.4,8.2,25.6,54.0,5.8,17,21964,8.17,6.0,1
2025-08-29,Delhi,8,4,monsoon,SevereAQI,Moderate,9.9,50.9,27.5,400.0,3.3,10,9820,400.0,400.0,1
2025-08-11,Mumbai,8,0,monsoon,Flooding,Severe,7.0,11.7,27.6,45.0,5.9,15,23655,11.7,6.0,1
2023-06-30,Chennai,6,4,monsoon,Flooding,Moderate,5.1,8.1,32.0,40.0,5.8,9,9513,8.14,6.0,1
2024-02-17,Kolkata,2,5,winter,Flooding,Severe,3.1,10.7,12.2,116.0,4.1,8,12920,10.71,6.0,1
2024-09-28,Hyderabad,9,5,monsoon,ExtremeHeat,Moderate,9.6,102.5,43.7,62.0,1.4,19,12673,43.65,48.0,1
2025-01-04,Bangalore,1,5,winter,ExtremeHeat,Severe,8.8,53.6,48.8,81.0,0.5,21,28959,48.82,48.0,1
2025-02-06,Mumbai,2,3,winter,SocialDisruption,Moderate,3.3,10.3,25.6,130.0,5.0,10,10560,5.27,4.0,1
2023-05-03,Lucknow,5,2,summer,SevereAQI,Severe,8.3,14.4,37.0,486.0,4.1,11,10923,486.2,400.0,1
2025-06-05,Kolkata,6,3,monsoon,Flooding,Moderate,7.4,9.1,30.9,59.0,3.4,8,12736,9.09,6.0,1
2023-07-31,Kolkata,7,0,monsoon,HeavyRain,Moderate,2.7,79.1,28.2,89.0,8.5,11,7711,79.13,64.0,1
2023-05-29,Mumbai,5,0,summer,ExtremeHeat,Moderate,7.2,9.6,43.0,114.0,5.4,22,20108,43.0,48.0,1
2025-06-30,Delhi,6,0,monsoon,ExtremeHeat,Severe,8.0,112.1,46.6,92.0,1.5,14,10010,46.64,48.0,1
2025-07-15,Pune,7,1,monsoon,HeavyRain,Moderate,9.8,80.5,22.8,69.0,5.3,13,14027,80.47,64.0,1
2024-12-28,Ahmedabad,12,5,winter,Flooding,Severe,4.8,11.2,18.9,178.0,7.2,10,6110,11.16,6.0,1
2024-10-02,Chennai,10,2,summer,SocialDisruption,Severe,3.5,14.0,45.8,114.0,7.8,18,15696,11.77,4.0,1
2025-07-24,Mumbai,7,3,monsoon,Flooding,Moderate,7.4,6.1,29.2,82.0,5.5,14,22386,6.11,6.0,1
2023-12-09,Bangalore,12,5,winter,SevereAQI,Moderate,7.1,11.8,21.7,400.0,2.8,10,11190,400.0,400.0,1
2023-11-29,Bangalore,11,2,winter,HeavyRain,Moderate,8.0,68.1,17.7,65.0,5.6,11,19734,68.14,64.0,1
2024-01-31,Jaipur,1,2,winter,ExtremeHeat,Moderate,4.3,5.7,45.6,182.0,5.7,10,13970,45.62,48.0,1
2023-12-21,Chennai,12,3,winter,HeavyRain,Moderate,6.5,69.3,35.0,131.0,2.3,13,12714,69.26,64.0,1
2024-07-16,Delhi,7,1,monsoon,ExtremeHeat,Moderate,5.4,41.3,45.2,112.0,6.0,11,10153,45.21,48.0,1
2025-07-25,Bangalore,7,4,monsoon,HeavyRain,Severe,7.2,103.7,21.2,54.0,5.9,12,8172,103.74,64.0,1
2025-06-04,Bangalore,6,2,monsoon,HeavyRain,Moderate,7.8,54.9,21.9,60.0,1.9,9,10422,54.9,64.0,1
2024-09-25,Kolkata,9,2,monsoon,HeavyRain,Moderate,6.8,42.4,32.4,92.0,3.3,12,20280,42.35,64.0,1
2023-12-03,Kolkata,12,6,winter,HeavyRain,Extreme,8.1,138.0,24.5,247.0,4.8,13,10361,138.0,64.0,1
2024-01-08,Jaipur,1,0,winter,ExtremeHeat,Moderate,3.6,22.3,44.3,127.0,4.3,13,8398,44.27,48.0,1
2024-08-15,Mumbai,8,3,monsoon,HeavyRain,Severe,9.4,93.0,28.2,61.0,4.1,12,11400,92.96,64.0,1
