city,zone_risk_level,platform,avg_weekly_earnings,avg_daily_hours,preferred_shift,vehicle_type,experience_months,historical_claims_count,historical_disruption_freq,season,aqi_avg_30d,rainfall_avg_30d,temperature_avg_30d,risk_score,weekly_premium
Delhi,0.873,Both,5100.0,12.3,Night,Scooter,6,0,2.79,monsoon,72.5,49.0,34.7,84.2,77.0
Chennai,1.015,Zomato,3900.0,6.0,Mixed,Motorcycle,7,0,2.69,winter,133.8,174.0,29.3,65.1,61.1
Delhi,1.04,Zomato,2800.0,10.7,Morning,Scooter,13,0,1.19,monsoon,71.5,82.0,37.9,87.4,90.0
Mumbai,0.814,Swiggy,3900.0,6.5,Morning,Scooter,16,1,2.42,summer,93.5,13.0,37.6,67.2,54.7
Jaipur,1.026,Both,4500.0,9.8,Night,Bicycle,6,0,2.27,monsoon,57.2,168.8,37.0,81.0,77.0
Mumbai,1.031,Swiggy,3100.0,8.9,Night,Scooter,3,0,0.98,winter,138.3,12.3,22.1,69.2,76.3
Mumbai,0.985,Zomato,4200.0,10.7,Night,Scooter,21,2,1.7,monsoon,51.7,566.2,30.6,79.6,82.8
Mumbai,0.846,Swiggy,2000.0,8.5,Morning,Scooter,15,1,2.4,winter,181.6,15.8,24.8,66.7,62.7
Lucknow,0.991,Swiggy,4700.0,11.0,Mixed,Scooter,18,1,0.87,monsoon,124.3,142.8,33.7,69.7,62.9
Chennai,0.8,Both,4100.0,7.3,Night,Scooter,11,0,1.53,winter,123.8,220.7,28.3,59.3,49.8
Chennai,1.039,Swiggy,2000.0,8.8,Morning,Motorcycle,11,1,2.08,summer,64.9,20.3,36.3,63.9,63.3
Lucknow,1.089,Zomato,3800.0,9.4,Morning,Scooter,7,0,1.66,summer,107.9,22.3,43.5,73.3,67.2
Mumbai,0.974,Zomato,2000.0,12.4,Night,Scooter,9,2,2.87,monsoon,66.9,385.5,31.8,83.4,88.8
Jaipur,1.154,Zomato,3000.0,10.7,Night,Scooter,23,0,2.59,winter,253.5,8.9,18.6,74.9,69.9
Delhi,0.916,Zomato,4000.0,9.4,Night,Scooter,9,1,0.95,summer,196.1,28.4,41.5,95.2,80.3
Chennai,0.913,Swiggy,3400.0,10.3,Evening,Scooter,3,3,1.31,winter,117.0,257.5,34.0,75.5,69.7
Bangalore,0.967,Zomato,4500.0,11.2,Evening,Scooter,3,2,2.91,winter,54.0,35.9,18.5,41.1,44.4
Bangalore,1.2,Zomato,3600.0,9.7,Night,Motorcycle,6,1,2.46,winter,113.8,26.2,17.7,41.6,53.9
Ahmedabad,0.966,Both,3500.0,6.9,Morning,Scooter,13,1,0.0,summer,204.8,12.0,45.0,64.9,47.8
Mumbai,1.2,Swiggy,4400.0,10.3,Afternoon,Scooter,16,0,3.14,winter,154.1,10.0,29.2,73.6,85.4
Lucknow,0.995,Both,3200.0,8.9,Morning,Motorcycle,5,2,2.01,summer,138.8,12.9,38.2,71.3,65.0
Delhi,0.903,Swiggy,3500.0,8.3,Mixed,Scooter,10,0,1.97,summer,141.3,18.1,46.4,88.2,71.3
Chennai,1.2,Zomato,3600.0,7.4,Night,Bicycle,4,0,1.29,winter,133.9,236.5,27.4,76.1,89.1
Jaipur,1.022,Both,3400.0,10.2,Night,Motorcycle,8,0,3.01,monsoon,99.5,81.0,31.1,67.8,63.0
Mumbai,0.965,Swiggy,4400.0,10.0,Evening,Scooter,10,1,2.42,monsoon,64.9,553.3,29.6,78.7,81.6
Ahmedabad,1.103,Both,3000.0,7.1,Mixed,Scooter,14,1,1.89,winter,150.2,1.9,34.6,61.0,58.0
Chennai,1.15,Zomato,2800.0,6.8,Mixed,Scooter,19,0,0.0,summer,127.7,54.1,35.3,61.5,64.9
Hyderabad,0.93,Both,2700.0,12.8,Night,Scooter,3,0,1.61,winter,127.6,9.0,23.2,51.9,52.1
Mumbai,1.108,Both,2000.0,10.7,Mixed,Scooter,4,1,1.13,monsoon,33.8,331.7,27.7,76.1,90.0
Chennai,0.973,Zomato,4700.0,9.2,Night,Motorcycle,6,2,1.69,summer,110.2,39.7,40.4,68.2,62.7
Hyderabad,0.882,Both,2800.0,10.2,Night,Motorcycle,11,0,1.29,monsoon,44.3,83.7,31.0,46.7,48.7
Bangalore,0.915,Both,3300.0,8.1,Afternoon,Scooter,4,2,2.64,winter,84.6,55.7,28.2,36.0,41.4
Mumbai,0.859,Both,4700.0,8.7,Mixed,Motorcycle,28,1,3.24,monsoon,51.6,508.1,28.5,66.6,61.0
Delhi,1.01,Zomato,3400.0,9.0,Morning,Motorcycle,2,0,1.94,monsoon,55.9,84.0,35.6,85.4,83.1
Pune,1.011,Both,3900.0,10.9,Night,Bicycle,6,0,1.07,summer,106.9,17.0,30.9,54.1,57.5
Mumbai,1.137,Both,2400.0,6.2,Night,Scooter,3,0,1.71,summer,77.6,22.2,32.0,68.9,77.8
Hyderabad,1.104,Swiggy,4600.0,7.0,Morning,Bicycle,9,0,1.65,monsoon,72.7,134.0,30.9,57.7,71.7
Lucknow,0.952,Swiggy,3400.0,6.6,Night,Scooter,14,1,3.26,monsoon,119.4,80.8,27.4,66.9,63.7
Mumbai,0.977,Zomato,2700.0,10.7,Morning,Motorcycle,7,1,2.03,winter,165.4,7.7,23.6,75.0,72.7
Mumbai,0.922,Swiggy,2700.0,8.8,Evening,Motorcycle,6,1,3.16,summer,114.3,13.5,33.1,70.0,66.5
Hyderabad,1.013,Both,4900.0,7.2,Mixed,Motorcycle,12,1,0.87,winter,167.0,7.0,28.3,55.1,56.6
Mumbai,0.974,Both,3000.0,8.6,Morning,Scooter,6,0,2.0,summer,74.7,17.3,35.9,70.6,70.8
Chennai,1.006,Zomato,2700.0,7.7,Afternoon,Bicycle,6,1,1.17,winter,79.4,157.5,30.4,73.3,77.8
Hyderabad,1.175,Zomato,3200.0,6.1,Evening,Scooter,8,0,1.9,winter,179.0,8.6,19.1,56.0,70.4
Chennai,1.182,Zomato,3500.0,11.5,Mixed,Scooter,17,2,2.4,monsoon,89.2,133.0,28.7,72.2,85.7
Delhi,0.925,Swiggy,3600.0,8.7,Afternoon,Scooter,15,0,0.8,summer,139.8,24.7,44.5,89.2,73.2
Hyderabad,1.093,Zomato,3900.0,11.6,Morning,Scooter,17,0,1.56,summer,109.6,24.8,35.9,57.1,56.2
Chennai,1.078,Both,3700.0,6.1,Morning,Scooter,18,1,1.85,monsoon,33.9,71.9,31.1,62.9,74.4
Delhi,0.934,Both,4000.0,10.0,Morning,Scooter,9,2,2.15,summer,177.0,8.1,34.7,95.2,86.2
Chennai,1.169,Zomato,3300.0,6.1,Mixed,Scooter,34,1,0.76,summer,92.1,64.7,39.8,70.8,71.4
Pune,0.823,Both,5200.0,13.9,Night,Scooter,13,0,2.33,winter,155.3,3.9,16.5,50.3,38.5
Hyderabad,1.129,Both,3100.0,6.0,Evening,Motorcycle,24,1,2.36,summer,131.9,24.4,39.2,55.1,58.9
Bangalore,0.986,Both,4600.0,12.6,Mixed,Scooter,3,0,2.8,winter,41.7,20.7,21.9,33.9,40.4
Delhi,0.871,Both,3000.0,9.0,Mixed,Scooter,4,2,0.73,monsoon,104.7,132.5,33.4,93.3,88.3
Mumbai,0.978,Swiggy,2400.0,8.6,Mixed,Scooter,27,1,1.74,summer,99.3,12.7,34.4,66.8,66.1
Delhi,1.2,Both,2200.0,10.2,Morning,Scooter,2,3,1.98,monsoon,101.3,101.0,32.2,100.0,90.0
Mumbai,1.2,Zomato,3700.0,7.1,Morning,Scooter,58,1,2.15,summer,93.8,15.9,33.5,69.0,77.8
Lucknow,0.907,Both,4400.0,10.6,Night,Motorcycle,2,0,2.05,monsoon,106.4,252.3,31.8,68.8,59.3
Delhi,0.995,Swiggy,2600.0,10.7,Afternoon,Scooter,5,0,1.55,winter,328.1,19.1,10.0,96.3,87.2
Kolkata,0.978,Both,2800.0,9.0,Morning,Scooter,7,1,2.08,summer,77.7,49.4,35.5,67.7,68.3
Mumbai,0.998,Both,3800.0,9.5,Night,Scooter,13,1,4.29,winter,110.6,6.1,23.2,66.9,72.6
Delhi,1.195,Swiggy,3500.0,12.9,Afternoon,Bicycle,21,2,2.45,summer,168.5,33.3,44.8,100.0,90.0
Bangalore,0.953,Zomato,3000.0,10.3,Mixed,Motorcycle,44,0,0.76,monsoon,54.8,147.2,21.3,24.8,33.7
Delhi,0.906,Zomato,2500.0,7.4,Evening,Motorcycle,2,0,3.22,monsoon,123.4,124.6,30.9,80.8,77.6
Kolkata,0.947,Both,3700.0,10.5,Afternoon,Scooter,4,0,3.32,monsoon,88.0,373.7,29.4,70.2,65.9
Jaipur,0.978,Both,4000.0,7.9,Mixed,Scooter,16,0,2.66,monsoon,97.6,84.2,31.0,66.5,58.3
Pune,1.092,Swiggy,3900.0,7.5,Night,Scooter,2,0,3.04,monsoon,59.7,147.5,27.3,49.3,58.0
Mumbai,1.015,Both,3500.0,10.0,Afternoon,Scooter,4,1,3.87,winter,204.1,4.2,20.0,78.0,81.1
Kolkata,1.08,Both,2700.0,7.0,Morning,Scooter,9,2,2.23,monsoon,39.0,366.5,28.7,75.9,86.7
Mumbai,1.127,Swiggy,3800.0,9.1,Evening,Motorcycle,7,2,2.85,summer,96.6,13.1,29.8,73.6,86.7
Ahmedabad,0.966,Both,3700.0,10.3,Night,Motorcycle,3,0,3.22,monsoon,45.7,107.4,30.3,52.5,50.0
Bangalore,0.992,Both,2400.0,12.8,Mixed,Scooter,4,1,1.39,summer,61.6,12.2,28.9,44.3,43.4
Delhi,1.059,Swiggy,3300.0,10.3,Morning,Motorcycle,21,0,3.21,summer,238.9,25.3,38.6,90.0,80.6
Mumbai,0.926,Zomato,3800.0,6.1,Evening,Bicycle,29,0,2.16,summer,93.0,1.1,35.1,68.1,63.7
Mumbai,1.005,Both,3400.0,6.4,Mixed,Scooter,3,0,2.77,summer,93.8,0.0,32.4,65.6,70.4
Delhi,1.127,Swiggy,2000.0,12.5,Night,Scooter,6,0,2.74,summer,206.5,18.0,40.9,96.4,90.0
Ahmedabad,1.015,Swiggy,3000.0,7.7,Morning,Scooter,2,1,1.46,summer,126.6,7.3,41.1,57.6,53.5
Kolkata,1.153,Both,2900.0,6.0,Mixed,Scooter,11,1,3.09,winter,101.0,11.3,21.9,70.7,80.5
Jaipur,0.891,Both,3900.0,7.0,Night,Motorcycle,11,1,1.65,winter,156.5,18.4,18.1,70.8,59.6
Mumbai,1.041,Zomato,5600.0,10.6,Evening,Scooter,13,1,2.22,winter,158.2,7.4,24.8,72.4,75.8
Chennai,1.069,Both,3600.0,9.2,Night,Scooter,7,0,2.67,winter,110.6,160.8,28.6,64.5,66.8
Delhi,1.038,Zomato,2500.0,10.3,Night,Bicycle,20,0,2.46,winter,305.1,3.4,10.0,96.7,90.0
Chennai,0.965,Swiggy,3400.0,8.9,Afternoon,Bicycle,10,2,1.55,monsoon,108.8,108.2,31.6,73.0,80.3
Delhi,0.825,Both,3500.0,6.8,Night,Scooter,14,0,0.97,summer,145.7,29.5,41.5,80.5,64.0
Delhi,1.134,Zomato,4100.0,6.0,Afternoon,Scooter,9,2,1.34,summer,196.6,10.3,42.6,100.0,90.0
Chennai,0.831,Zomato,4500.0,7.3,Afternoon,Scooter,10,0,2.58,summer,94.4,28.2,38.2,57.0,46.7
Mumbai,0.84,Both,4600.0,9.2,Evening,Scooter,10,1,2.43,monsoon,38.9,587.8,30.4,75.6,69.3
Bangalore,1.07,Swiggy,3900.0,6.6,Morning,Scooter,6,0,1.84,summer,54.8,27.2,27.6,32.5,38.8
Hyderabad,0.956,Both,3500.0,11.0,Night,Scooter,3,2,1.82,winter,151.0,8.8,23.7,61.6,61.7
Mumbai,1.017,Swiggy,4700.0,7.0,Evening,Motorcycle,60,1,1.75,monsoon,88.4,459.1,25.6,66.4,72.1
Ahmedabad,0.846,Swiggy,3200.0,6.0,Night,Bicycle,3,0,1.13,summer,212.7,11.7,44.2,60.5,47.5
Bangalore,1.035,Swiggy,3500.0,9.0,Morning,Motorcycle,28,1,2.73,summer,51.7,39.8,25.8,30.3,36.0
Kolkata,1.1,Both,3300.0,10.5,Evening,Motorcycle,16,0,1.12,summer,126.0,12.3,33.1,65.1,65.0
Hyderabad,0.813,Swiggy,2000.0,12.0,Evening,Scooter,5,1,2.1,winter,109.9,11.0,20.5,55.8,46.2
Hyderabad,1.03,Swiggy,4500.0,6.0,Morning,Motorcycle,8,0,3.02,monsoon,70.8,126.2,26.0,50.1,58.3
Hyderabad,1.108,Swiggy,4000.0,11.8,Evening,Scooter,13,2,1.97,monsoon,78.0,122.3,26.0,63.9,71.8
Pune,0.84,Swiggy,2000.0,9.4,Mixed,Motorcycle,7,0,3.27,summer,144.3,15.8,31.5,46.2,39.2
Chennai,1.017,Swiggy,4300.0,7.8,Mixed,Scooter,11,1,1.15,summer,140.4,85.5,35.6,67.4,65.0
Delhi,1.006,Swiggy,3300.0,10.4,Morning,Scooter,6,2,0.94,monsoon,101.9,53.5,32.6,91.9,90.0
Mumbai,1.043,Both,4300.0,11.7,Mixed,Motorcycle,11,0,0.16,summer,87.6,13.5,33.7,68.1,73.0
Chennai,0.967,Zomato,3600.0,6.0,Evening,Motorcycle,7,1,2.6,monsoon,82.1,97.0,28.6,61.8,64.1
Mumbai,0.825,Swiggy,2400.0,8.1,Morning,Scooter,7,1,0.42,summer,71.4,7.6,32.4,68.9,62.5
Delhi,0.952,Swiggy,3500.0,7.9,Mixed,Motorcycle,10,0,3.27,monsoon,116.0,45.7,31.9,80.6,79.7
Mumbai,0.933,Both,2800.0,10.3,Evening,Motorcycle,27,0,3.39,summer,113.0,9.6,33.9,66.7,54.4
Chennai,0.992,Swiggy,2500.0,11.9,Mixed,Motorcycle,7,1,2.21,monsoon,69.5,97.8,30.5,64.6,66.7
Mumbai,1.145,Swiggy,4200.0,9.1,Morning,Motorcycle,3,1,1.35,winter,168.0,0.3,23.9,78.9,89.0
Chennai,0.822,Zomato,3800.0,8.4,Morning,Motorcycle,9,1,0.51,summer,112.4,56.7,40.5,59.2,49.1
Kolkata,1.115,Swiggy,4700.0,9.9,Mixed,Scooter,2,1,2.32,summer,97.1,74.5,32.0,73.0,78.4
Pune,1.2,Zomato,3200.0,8.5,Afternoon,Motorcycle,9,3,1.99,winter,159.2,12.1,17.3,57.8,72.1
Delhi,1.2,Zomato,2700.0,6.0,Evening,Bicycle,4,1,2.19,summer,200.3,21.4,44.5,100.0,90.0
Chennai,1.2,Both,4000.0,10.0,Night,Motorcycle,60,3,2.43,monsoon,68.0,76.3,33.7,65.2,80.5
Chennai,1.023,Swiggy,2800.0,11.0,Mixed,Motorcycle,60,0,1.12,winter,115.2,251.1,26.3,60.4,55.7
Bangalore,1.009,Both,3300.0,11.1,Afternoon,Scooter,3,0,1.83,summer,93.0,29.8,26.8,36.3,39.8
Hyderabad,0.8,Zomato,3900.0,6.7,Night,Bicycle,5,2,2.12,monsoon,92.4,100.5,31.2,64.3,58.9
Delhi,0.974,Both,3400.0,10.2,Night,Scooter,17,1,3.82,winter,451.3,10.8,10.0,94.8,87.0
Jaipur,1.136,Swiggy,3100.0,12.1,Night,Scooter,39,1,2.63,winter,171.2,8.6,21.8,71.9,67.8
Mumbai,0.829,Zomato,2400.0,14.0,Evening,Scooter,13,1,2.12,winter,195.7,4.6,27.4,75.3,63.1
Pune,0.897,Swiggy,4200.0,10.0,Morning,Motorcycle,14,0,1.19,summer,111.8,20.6,33.5,41.6,40.8
Chennai,1.013,Both,3200.0,11.0,Afternoon,Motorcycle,7,3,3.02,winter,63.6,172.6,23.5,69.4,72.4
Delhi,0.802,Both,4000.0,7.0,Evening,Motorcycle,7,0,3.35,summer,179.9,33.8,43.2,85.0,60.9
Hyderabad,1.2,Zomato,3900.0,6.8,Evening,Scooter,25,1,0.79,winter,178.7,12.7,16.8,58.2,62.6
Mumbai,1.07,Both,4400.0,11.0,Morning,Motorcycle,3,1,0.52,summer,36.5,13.2,32.6,73.0,76.5
Kolkata,1.041,Zomato,3300.0,6.0,Night,Motorcycle,2,0,2.05,winter,154.0,0.0,15.1,62.5,67.8
Chennai,1.097,Zomato,3200.0,9.3,Evening,Motorcycle,24,1,1.85,summer,100.1,59.6,36.6,63.8,62.0
Mumbai,0.959,Both,2600.0,11.9,Night,Scooter,6,3,3.13,winter,196.2,2.8,27.6,81.6,86.0
Mumbai,1.034,Swiggy,3100.0,10.4,Evening,Motorcycle,35,0,1.1,summer,93.0,17.6,32.1,63.6,60.5
Kolkata,0.883,Swiggy,3800.0,10.4,Afternoon,Scooter,7,3,1.24,summer,138.0,48.5,32.0,77.5,69.1
Delhi,0.8,Both,2800.0,8.9,Morning,Scooter,25,0,0.78,monsoon,94.8,87.2,34.5,78.6,60.9
Pune,0.996,Both,3800.0,8.2,Morning,Scooter,25,1,1.2,monsoon,41.5,178.1,26.8,44.9,51.2
Kolkata,1.19,Both,4700.0,13.3,Evening,Motorcycle,14,2,2.13,monsoon,75.6,501.2,31.5,83.9,90.0
Hyderabad,1.2,Zomato,3100.0,11.5,Afternoon,Scooter,9,0,0.78,winter,141.8,11.7,23.2,56.9,66.9
Delhi,0.977,Both,2400.0,10.7,Night,Motorcycle,5,0,4.59,winter,412.3,0.0,13.5,93.1,81.8
Hyderabad,0.967,Zomato,3200.0,9.1,Night,Motorcycle,14,0,0.0,monsoon,44.2,195.3,27.9,51.7,50.8
Jaipur,0.813,Both,2400.0,7.8,Afternoon,Scooter,6,0,1.56,summer,205.7,10.5,43.7,72.8,49.1
Mumbai,1.127,Swiggy,4600.0,11.2,Night,Bicycle,5,0,2.18,summer,67.2,11.4,32.3,80.2,90.0
Delhi,1.051,Swiggy,3600.0,8.4,Evening,Bicycle,7,1,3.02,winter,240.4,6.5,14.1,94.8,90.0
Delhi,0.977,Zomato,2900.0,9.2,Mixed,Scooter,10,1,1.19,monsoon,92.7,31.3,36.5,92.6,90.0
Bangalore,0.8,Both,3100.0,10.2,Mixed,Motorcycle,10,0,0.52,summer,66.5,42.7,28.8,25.2,31.4
Hyderabad,0.8,Zomato,2600.0,9.4,Mixed,Scooter,29,2,1.18,monsoon,55.4,150.1,27.3,46.8,42.7
Bangalore,1.016,Swiggy,4300.0,12.1,Morning,Bicycle,18,0,3.47,monsoon,44.2,214.4,27.0,39.1,45.8
Chennai,0.815,Zomato,5000.0,6.4,Evening,Scooter,3,0,0.37,summer,123.1,65.3,34.4,66.9,51.1
Delhi,1.065,Both,2300.0,9.1,Morning,Scooter,3,0,2.84,summer,124.1,39.9,50.0,96.9,88.4
Mumbai,1.07,Zomato,4300.0,13.3,Mixed,Scooter,5,0,2.23,winter,194.3,6.3,21.5,74.2,79.3
Delhi,0.842,Both,3300.0,10.8,Night,Scooter,8,0,2.32,monsoon,73.7,22.2,32.7,84.2,72.2
Pune,1.006,Both,4500.0,8.6,Afternoon,Scooter,4,0,2.96,monsoon,80.5,170.8,26.6,52.2,55.5
Chennai,0.887,Swiggy,2000.0,10.6,Night,Scooter,17,0,1.4,summer,139.4,36.1,42.1,62.0,49.0
Delhi,1.113,Zomato,3700.0,8.9,Evening,Motorcycle,18,0,2.78,monsoon,134.8,92.1,31.3,86.7,90.0
Kolkata,1.2,Zomato,3200.0,11.9,Evening,Scooter,2,1,2.13,summer,127.5,34.4,30.5,76.4,85.6
Mumbai,0.986,Swiggy,4000.0,10.6,Evening,Scooter,14,3,0.95,winter,186.4,14.1,25.5,81.3,80.8
Delhi,1.177,Swiggy,3500.0,7.3,Mixed,Scooter,4,0,1.93,winter,279.0,2.2,15.5,94.3,90.0
Delhi,1.123,Swiggy,3500.0,9.5,Night,Motorcycle,11,3,1.97,summer,168.0,17.9,46.1,100.0,90.0
Lucknow,0.991,Zomato,3400.0,9.8,Evening,Scooter,5,0,0.04,winter,288.3,28.8,10.0,70.3,63.0
Hyderabad,1.064,Swiggy,4700.0,9.9,Night,Scooter,8,1,1.22,winter,131.0,16.1,23.8,57.6,63.9
Chennai,0.848,Zomato,3400.0,9.6,Morning,Scooter,18,0,2.39,winter,160.9,218.6,32.5,64.1,51.6
Mumbai,1.017,Swiggy,4200.0,10.1,Afternoon,Scooter,2,0,2.12,monsoon,70.1,647.5,28.4,81.0,82.7
Mumbai,0.964,Zomato,4000.0,9.8,Morning,Motorcycle,8,0,2.84,winter,148.4,12.6,29.8,68.6,67.0
Chennai,1.163,Swiggy,4200.0,7.6,Mixed,Motorcycle,9,1,3.03,winter,138.4,178.3,31.1,68.7,76.5
Delhi,0.925,Swiggy,2700.0,8.1,Morning,Scooter,45,0,1.29,monsoon,51.2,34.0,35.0,75.5,72.8
Ahmedabad,0.873,Both,4100.0,8.5,Mixed,Motorcycle,60,1,1.41,winter,155.5,4.8,22.3,37.2,37.7
Kolkata,0.878,Swiggy,3800.0,9.2,Mixed,Scooter,21,1,0.74,winter,223.7,6.9,20.3,68.7,59.9
Bangalore,1.103,Zomato,2500.0,8.5,Mixed,Scooter,10,0,2.41,monsoon,66.9,253.2,28.0,36.8,51.2
Hyderabad,0.978,Zomato,3300.0,11.2,Night,Scooter,25,3,1.56,summer,124.8,20.7,33.4,64.6,57.9
Jaipur,0.8,Both,5300.0,7.1,Evening,Scooter,39,2,2.93,summer,189.5,5.0,46.2,72.7,51.3
Bangalore,1.122,Both,3200.0,6.0,Mixed,Motorcycle,5,1,2.83,winter,69.8,53.9,22.0,37.2,48.1
Chennai,0.819,Zomato,3200.0,12.9,Mixed,Bicycle,7,2,2.39,monsoon,68.8,97.5,30.2,74.6,68.8
Ahmedabad,0.934,Both,3900.0,7.4,Mixed,Scooter,8,1,1.65,winter,140.0,0.0,21.0,52.3,49.3
Delhi,0.975,Swiggy,3100.0,11.2,Night,Motorcycle,20,1,2.87,summer,168.8,15.8,43.7,89.4,77.9
Pune,0.869,Zomato,3600.0,10.2,Night,Scooter,10,0,2.0,monsoon,67.2,195.1,28.0,48.9,48.9
Mumbai,0.8,Swiggy,3100.0,7.4,Night,Bicycle,12,2,2.19,summer,104.7,9.6,32.1,76.1,70.7
Chennai,1.098,Both,3800.0,8.7,Mixed,Scooter,8,2,0.45,summer,112.8,57.6,40.2,74.6,78.3
Kolkata,1.078,Zomato,3500.0,8.4,Evening,Motorcycle,3,0,2.3,monsoon,96.4,331.3,29.8,72.2,74.0
Chennai,1.006,Both,5100.0,9.7,Evening,Motorcycle,10,2,2.03,monsoon,84.1,128.6,32.9,69.2,73.1
Bangalore,1.044,Zomato,3500.0,7.5,Mixed,Scooter,18,2,1.91,summer,67.0,19.4,26.0,38.9,46.0
Chennai,0.8,Both,3300.0,8.6,Afternoon,Scooter,23,1,1.53,summer,111.8,52.5,32.7,58.2,47.3
Mumbai,1.063,Zomato,4300.0,8.9,Night,Scooter,4,0,0.76,summer,93.0,17.0,30.7,71.3,73.3
Delhi,1.05,Zomato,2400.0,11.2,Morning,Motorcycle,5,0,1.95,winter,468.4,9.0,21.3,99.4,90.0
Delhi,1.053,Zomato,4900.0,8.2,Evening,Scooter,8,1,0.27,winter,337.3,3.8,12.7,93.0,90.0
Chennai,1.053,Both,2700.0,7.0,Morning,Scooter,2,0,1.81,winter,115.3,153.9,26.4,63.5,67.0
Bangalore,1.119,Swiggy,4500.0,7.9,Mixed,Scooter,4,0,1.55,winter,88.7,34.6,21.8,35.3,47.1
Delhi,0.986,Both,4700.0,9.7,Mixed,Bicycle,25,2,3.05,summer,119.6,26.7,41.6,97.6,88.0
Pune,1.008,Zomato,3100.0,6.0,Afternoon,Scooter,12,1,3.5,monsoon,80.5,118.9,22.4,50.2,56.7
Delhi,0.84,Both,3200.0,11.4,Morning,Motorcycle,12,0,0.78,monsoon,107.4,113.6,30.0,82.6,70.4
Bangalore,1.082,Both,3400.0,9.0,Night,Motorcycle,7,0,2.63,monsoon,36.6,272.2,26.8,36.7,47.8
Bangalore,0.92,Swiggy,4000.0,9.9,Mixed,Scooter,2,0,1.46,summer,30.7,33.8,31.3,37.9,37.7
Mumbai,0.928,Both,2700.0,9.4,Afternoon,Motorcycle,15,0,1.62,summer,81.5,8.1,32.4,66.4,63.3
Hyderabad,0.951,Zomato,3400.0,7.7,Mixed,Scooter,7,0,1.6,monsoon,50.1,31.2,30.1,49.0,57.4
Bangalore,0.871,Zomato,3200.0,6.8,Evening,Motorcycle,2,0,3.04,monsoon,32.9,194.8,25.8,32.1,36.1
Mumbai,0.987,Zomato,2600.0,7.6,Evening,Motorcycle,11,2,1.9,monsoon,40.2,409.1,31.4,75.8,83.5
Jaipur,1.099,Zomato,2700.0,6.0,Afternoon,Scooter,12,0,2.33,monsoon,99.7,91.0,35.6,73.3,71.9
Kolkata,0.867,Both,3600.0,9.7,Afternoon,Scooter,26,2,0.66,winter,252.3,17.7,14.4,71.2,57.8
Hyderabad,0.998,Swiggy,3600.0,8.7,Afternoon,Scooter,13,1,1.08,winter,128.8,12.3,21.2,52.2,54.0
Pune,1.08,Swiggy,2900.0,6.0,Morning,Scooter,18,0,1.55,winter,148.3,0.4,15.5,45.9,50.3
Ahmedabad,0.8,Both,3600.0,7.8,Afternoon,Scooter,15,1,2.0,monsoon,85.6,74.4,28.7,48.7,39.9
Delhi,1.2,Both,3000.0,10.3,Afternoon,Scooter,12,0,2.53,winter,238.6,12.2,14.7,93.5,90.0
Chennai,0.945,Swiggy,4500.0,11.6,Morning,Bicycle,5,1,1.53,summer,121.3,46.5,35.6,73.1,70.1
Chennai,0.888,Swiggy,3400.0,6.4,Afternoon,Motorcycle,9,2,3.12,winter,151.0,80.0,28.6,67.4,58.5
Delhi,1.01,Zomato,4400.0,13.3,Morning,Motorcycle,10,3,1.78,summer,121.2,11.9,37.1,98.8,90.0
Delhi,0.919,Both,2100.0,7.1,Morning,Scooter,7,0,1.44,summer,219.3,21.2,41.9,87.8,75.9
Mumbai,0.992,Both,3800.0,6.0,Night,Scooter,8,1,2.69,summer,67.7,9.6,31.5,69.6,72.2
Hyderabad,0.91,Swiggy,4000.0,12.5,Morning,Motorcycle,12,3,2.56,winter,154.3,2.1,27.3,63.9,59.9
Kolkata,1.135,Swiggy,3400.0,6.9,Afternoon,Scooter,14,1,0.56,monsoon,44.8,307.4,33.4,75.8,79.3
Kolkata,1.2,Both,3100.0,12.0,Night,Motorcycle,3,0,3.27,winter,178.4,1.9,18.9,70.3,77.1
Delhi,1.087,Swiggy,3400.0,7.7,Morning,Scooter,4,0,1.56,winter,342.0,5.3,10.0,91.5,90.0
Delhi,1.024,Swiggy,4100.0,8.4,Night,Scooter,7,1,1.82,summer,298.7,19.0,34.3,96.8,90.0
Bangalore,0.934,Both,2500.0,6.4,Morning,Scooter,21,0,1.29,summer,90.4,53.0,26.5,26.4,34.5
Chennai,1.127,Swiggy,4100.0,11.6,Morning,Scooter,9,0,1.65,winter,91.9,238.9,26.3,70.3,71.2
Ahmedabad,0.908,Both,3800.0,11.3,Morning,Scooter,13,0,0.62,winter,87.6,8.4,20.3,49.7,43.0
Pune,1.038,Zomato,3300.0,7.7,Mixed,Motorcycle,4,0,2.23,summer,127.9,22.2,29.0,46.5,51.1
Ahmedabad,0.938,Swiggy,3300.0,8.9,Morning,Scooter,5,1,1.48,summer,221.4,2.4,37.4,55.5,46.3
Pune,0.849,Swiggy,3500.0,10.3,Morning,Scooter,33,1,1.74,summer,85.7,15.2,30.6,45.1,39.3
Jaipur,0.974,Zomato,4800.0,8.1,Mixed,Scooter,27,0,2.78,winter,159.7,14.9,16.5,63.6,53.8
Bangalore,0.882,Both,3800.0,11.7,Night,Scooter,9,1,2.35,winter,65.1,52.0,22.6,34.1,39.7
Mumbai,1.177,Swiggy,2700.0,8.8,Evening,Scooter,9,1,1.98,winter,72.4,10.1,26.2,74.3,90.0
Mumbai,0.91,Both,3200.0,8.0,Morning,Scooter,3,1,3.56,winter,148.6,12.5,23.0,71.1,70.8
